Address,Sold date,Sold price,Bedrooms,Bathrooms,Area,Type,Year built,Last remodel year,Heating,Cooling,Parking,HOA / Lot,Sunscore,Zestimate,Zestimate range,Last 30 day change
"5 E 22nd St APT 27H, New York, NY 10010",Sold 10/11/2019,$1.20M,1 bd,1 ba,611 sqft,Condo,1985,1985,,,1 space,,,"$1,145,452 ",$1.09M - $1.20M,"+$28,699 (+2.6 %)"
"3420 83rd St APT 2A, Flushing, NY 11372",Sold 10/11/2019,"$480,000 ",1 bd,1 ba,935 sqft,Condo,1929,1929,,,,,,"$479,553 ","$441,000 - $523,000","-$5,276 (-1.1 %)"
"2728 Thomson Ave UNIT 225, Long Island City, NY 11101",Sold 10/11/2019,$1.20M,1 bd,2 ba,"1,163 sqft",Condo,1920,1920,,Central,,,,"$1,198,882 ",$1.10M - $1.31M,"+$5,267 (+0.4 %)"
"504 Grand St APT B14, New York, NY 10002",Sold 10/11/2019,"$670,000 ",1 bd,1 ba,#NAME?,Cooperative,1929,1929,,,,$575/mo,,"$665,969 ",,"-$9,013 (-1.3 %)"
"310 E 46th St APT 5C, New York, NY 10017",Sold 10/11/2019,"$690,000 ",1 bd,1 ba,#NAME?,Cooperative,1929,1929,,Central,,"$1,612/mo",,"$685,849 ",,"-$2,544 (-0.4 %)"
"45 E 30th St APT 4A, New York, NY 10016",Sold 10/11/2019,$1.32M,1 bd,2 ba,"1,080 sqft",Condo,1922,1922,Forced air,Central,,"$1,536/mo",,"$1,317,030 ",,"+$11,400 (+0.9 %)"
"250 W 89th St APT 14F, New York, NY 10024",Sold 10/11/2019,$1.07M,1 bd,2 ba,"134,054 sqft",Apartment,1986,1986,,Central,,"$1,909/mo",,,,
"30 E 37th St APT 6B, New York, NY 10016",Sold 10/11/2019,"$860,000 ",1 bd,1 ba,909 sqft,Condo,1952,1986,,,,"$1,042/mo",,"$854,827 ",,"-$13,175 (-1.5 %)"
"240 E 24th St APT 3G, New York, NY 10010",Sold 10/11/2019,"$540,000 ",1 bd,1 ba,500 sqft,Cooperative,1950,1950,,,,"$1,116/mo",,"$536,751 ",,"-$5,179 (-1.0 %)"
"130 Jane St APT 1D, New York, NY 10014",Sold 10/11/2019,"$605,000 ",1 bd,1 ba,615 sqft,Cooperative,1930,,Forced air,Central,,,,"$601,360 ",,"-$19,899 (-3.2 %)"
"75 Henry St APT 21A, Brooklyn, NY 11201",Sold 10/10/2019,"$790,000 ",1 bd,1 ba,"593,599 sqft",Cooperative,1967,1967,,,492 spaces,,,"$789,032 ",,"+$7,100 (+0.9 %)"
"29 Mersereau Ave, Staten Island, NY 10303",Sold 10/10/2019,"$428,000 ",1 bd,1 ba,"1,512 sqft",Multi Family,2004,2004,Forced air,Central,Off street,,,,,
"345 Montgomery St APT 2B, Brooklyn, NY 11225",Sold 10/10/2019,"$515,000 ",1 bd,1 ba,700 sqft,Cooperative,1928,1928,,,,$698/mo,,"$514,369 ",,"+$13,125 (+2.6 %)"
"2100 E Tremont Ave APT 7B, Bronx, NY 10462",Sold 10/10/2019,"$150,000 ",1 bd,1 ba,676 sqft,Condo,,,,,,,,"$162,056 ","$149,000 - $173,000",+$92 (+0.1 %)
"18-15 215th St # 1C, Bayside, NY 11360",Sold 10/10/2019,"$270,000 ",1 bd,1 ba,#NAME?,Cooperative,1969,,Forced air,Central,1 space,,,"$269,742 ","$248,000 - $294,000","+$8,834 (+3.4 %)"
"41 5th Ave APT 16F, New York, NY 10003",Sold 10/10/2019,$1.30M,1 bd,2 ba,"95,117 sqft",Cooperative,1924,1924,,Wall,,,UtilitiesCable ReadyGreen EnergyGreat solar potentialSun Number™: 88.59,"$1,291,973 ",,"-$54,543 (-4.1 %)"
"441 Convent Ave APT 2B, New York, NY 10031",Sold 10/10/2019,"$460,000 ",1 bd,1 ba,679 sqft,Condo,1951,1951,,,None,,,"$457,160 ",,"-$13,048 (-2.8 %)"
"829 Adee Ave APT 3I, Bronx, NY 10467",Sold 10/10/2019,"$90,000 ",1 bd,1 ba,600 sqft,Condo,1927,,Oil,"Wall, None",,,,"$90,831 ","$83,000 - $99,000",+$632 (+0.7 %)
"14433 79th Ave APT 3M, Flushing, NY 11367",Sold 10/10/2019,"$215,000 ",1 bd,1 ba,700 sqft,Cooperative,1948,,Gas,,,,,"$230,171 ","$219,000 - $242,000","+$2,256 (+1.0 %)"
"24432 57th Dr, Little Neck, NY 11362",Sold 10/10/2019,"$230,000 ",1 bd,1 ba,#NAME?,Cooperative,1953,,,Other,,,,"$229,780 ","$211,000 - $250,000","-$1,731 (-0.7 %)"
"423 Beach 9th St, Far Rockaway, NY 11691",Sold 10/10/2019,"$660,000 ",1 bd,1 ba,"1,800 sqft",Apartment,1960,1960,,,On street,,,,,
"175 Eastern Pkwy APT 2I, Brooklyn, NY 11238",Sold 10/10/2019,"$560,000 ",1 bd,1 ba,#NAME?,Cooperative,1922,1922,,,,$634/mo,,"$559,313 ",,"-$2,779 (-0.5 %)"
"131 74th St APT 3A, Brooklyn, NY 11209",Sold 10/10/2019,"$332,000 ",1 bd,1 ba,#NAME?,Cooperative,1957,1957,,Central,,$805/mo,,"$331,593 ",,"-$6,725 (-2.0 %)"
"135 Ocean Pkwy APT 2T, Brooklyn, NY 11218",Sold 10/10/2019,"$510,000 ",1 bd,1 ba,900 sqft,Cooperative,1965,1965,,Central,,,,"$509,375 ",,"-$7,405 (-1.4 %)"
"895 Myrtle Ave APT 3B, Brooklyn, NY 11206",Sold 10/10/2019,"$450,000 ",1 bd,1 ba,600 sqft,Multi Family,2004,,,,On street,,,"$449,448 ",,"-$63,095 (-12.3 %)"
"515 Avenue I APT 5-E, Brooklyn, NY 11230",Sold 10/10/2019,"$375,000 ",1 bd,1 ba,#NAME?,Cooperative,1936,1936,,,,$631/mo,,"$474,418 ",,"+$47,685 (+11.2 %)"
"188 E 64th St APT 2601, New York, NY 10065",Sold 10/10/2019,$1.15M,1 bd,1 ba,741 sqft,Condo,1987,1987,Forced air,Central,,$885/mo,,"$1,142,900 ",,"+$19,481 (+1.7 %)"
"184 Thompson St APT 6D, New York, NY 10012",Sold 10/10/2019,$1.39M,1 bd,1 ba,700 sqft,Condo,1910,1979,,,,$940/mo,,"$1,013,360 ","$892,000 - $1.15M","-$12,714 (-1.2 %)"
"250 S End Ave APT 5B, New York, NY 10280",Sold 10/10/2019,"$675,000 ",1 bd,2 ba,845 sqft,Condo,1985,1985,,,,,,"$670,832 ",,"-$3,049 (-0.5 %)"
"345 E 86th St APT 2G, New York, NY 10028",Sold 10/10/2019,"$695,000 ",1 bd,1 ba,850 sqft,Cooperative,1971,1971,,Central,,"$1,500/mo",,"$690,709 ",,+$209 (+0.0 %)
"101 W 79th St APT 5E, New York, NY 10024",Sold 10/10/2019,$10 ,1 bd,2 ba,900 sqft,Multi Family,1986,1986,Forced air,Other,,,,"$1,206,102 ",$1.12M - $1.34M,"-$8,045 (-0.7 %)"
"77 Park Ave # 15H, New York, NY 10016",Sold 10/10/2019,$1.10M,1 bd,1 ba,900 sqft,Condo,1923,1923,,,,"$1,158/mo",,"$1,093,208 ",,"-$9,203 (-0.8 %)"
"159 E 30th St APT 5B, New York, NY 10016",Sold 10/10/2019,"$750,000 ",1 bd,1 ba,656 sqft,Condo,1987,1987,,Central,,$844/mo,,"$745,369 ",,"+$3,570 (+0.5 %)"
"346 W 22nd St APT 4, New York, NY 10011",Sold 10/10/2019,$2.25M,1 bd,2 ba,"2,170 sqft",Condo,1910,1986,,Central,,$852/mo,,"$2,233,624 ",,"-$81,898 (-3.5 %)"
"8701 Shore Rd APT 642, Brooklyn, NY 11209",Sold 10/09/2019,"$485,000 ",1 bd,1 ba,"222,786 sqft",Cooperative,1932,1932,,,,$723/mo,,"$484,360 ",,"-$5,268 (-1.1 %)"
"422 Maryland Ave APT 2C, Staten Island, NY 10305",Sold 10/09/2019,"$230,000 ",1 bd,1 ba,"155,396 sqft",Cooperative,1974,1974,,,,$559/mo,,,,
"390 14th St APT 1, Brooklyn, NY 11215",Sold 10/09/2019,"$580,000 ",1 bd,2 ba,830 sqft,Condo,2009,2009,,Central,,$214/mo,,"$579,271 ",,"-$2,107 (-0.4 %)"
"390 14th St APT 1, Brooklyn, NY 11215",Sold 10/09/2019,"$580,000 ",1 bd,2 ba,830 sqft,Condo,2009,2009,,Central,,$214/mo,,"$579,271 ",,"-$2,107 (-0.4 %)"
"138 71st St APT F6, Brooklyn, NY 11209",Sold 10/09/2019,"$368,000 ",1 bd,1 ba,#NAME?,Cooperative,1950,1950,,,,$657/mo,,"$367,537 ",,"-$1,504 (-0.4 %)"
"195 Prospect Park W APT 4D, Brooklyn, NY 11215",Sold 10/09/2019,"$489,000 ",1 bd,1 ba,#NAME?,Cooperative,1920,1920,,,,$719/mo,,"$488,385 ",,"-$5,061 (-1.0 %)"
"94 Wyckoff St APT 3R, Brooklyn, NY 11201",Sold 10/09/2019,"$650,000 ",1 bd,1 ba,600 sqft,Condo,1900,1900,,,,$490/mo,,"$649,183 ",,"-$7,524 (-1.1 %)"
"3420 83rd St APT 1H, Flushing, NY 11372",Sold 10/09/2019,"$450,000 ",1 bd,1 ba,899 sqft,Condo,1900,1900,Other,,,,,"$449,560 ","$414,000 - $490,000","-$32,208 (-6.7 %)"
"438 E 12th St # 5A, New York, NY 10009",Sold 10/09/2019,$1.56M,1 bd,1 ba,#NAME?,Condo,2017,2017,,Central,,$798/mo,,"$1,550,120 ",,"-$42,806 (-2.7 %)"
"4715 216th St APT 3A, Bayside, NY 11361",Sold 10/09/2019,"$295,000 ",1 bd,1 ba,#NAME?,Cooperative,1950,1950,,,,,,"$294,712 ","$271,000 - $321,000","+$30,296 (+11.5 %)"
"333 E 41st St APT 6F, New York, NY 10017",Sold 10/09/2019,"$445,000 ",1 bd,1 ba,500 sqft,Cooperative,1926,1926,,,,"$1,340/mo",,"$442,181 ",,"-$2,456 (-0.6 %)"
"150 W 51st St APT 1511, New York, NY 10019",Sold 10/09/2019,"$670,000 ",1 bd,1 ba,600 sqft,Condo,1927,1927,Forced air,Central,Attached Garage,,,"$665,757 ",,"-$2,200 (-0.3 %)"
"333 E 55th St APT 2H, New York, NY 10022",Sold 10/09/2019,"$595,000 ",1 bd,1 ba,800 sqft,Cooperative,1962,1962,,,,"$1,433/mo",,"$591,232 ",,"-$7,483 (-1.2 %)"
"6801 Shore Rd APT 6K, Brooklyn, NY 11220",Sold 10/08/2019,"$350,000 ",1 bd,1 ba,750 sqft,Cooperative,1952,1952,,,,$611/mo,,"$349,549 ",,-$165 (-0.0 %)
"448 Neptune Ave APT 19O, Brooklyn, NY 11224",Sold 10/08/2019,"$300,000 ",1 bd,1 ba,750 sqft,Cooperative,1964,,,,"Off street, On street",,,"$299,613 ",,"+$8,642 (+3.0 %)"
"651 New York Ave APT 505, Brooklyn, NY 11203",Sold 10/08/2019,"$490,000 ",1 bd,1 ba,581 sqft,Condo,2016,2016,,Central,,$293/mo,,"$489,369 ",,"-$2,733 (-0.6 %)"
"139-21 85th Dr UNIT 3K, Jamaica, NY 11435",Sold 10/08/2019,"$345,000 ",1 bd,1 ba,700 sqft,Cooperative,1948,,,,,,,"$344,655 ","$317,000 - $376,000","+$52,951 (+18.2 %)"
"138 71st St APT B-11, Brooklyn, NY 11209",Sold 10/08/2019,"$340,000 ",1 bd,1 ba,#NAME?,Cooperative,1950,1950,,,,,,"$339,562 ",,"-$4,944 (-1.4 %)"
"324 Pearl St APT 1A, New York, NY 10038",Sold 10/08/2019,"$700,000 ",1 bd,1 ba,900 sqft,Condo,1920,1920,,,,$533/mo,,"$695,455 ",,"-$38,218 (-5.2 %)"
"200 Rector Pl APT 16J, New York, NY 10280",Sold 10/08/2019,"$710,000 ",1 bd,1 ba,597 sqft,Condo,1987,1987,,Central,Attached Garage,,,"$705,390 ",,"+$11,224 (+1.6 %)"
"88 Morningside Ave APT 2B, New York, NY 10027",Sold 10/08/2019,$1.43M,1 bd,#NAME?,727 sqft,Cooperative,2011,,,,On street,,,,,
"18 W 70th St APT 5F, New York, NY 10023",Sold 10/08/2019,"$490,626 ",1 bd,1 ba,#NAME?,Cooperative,1926,1926,,,,,UtilitiesCable ReadyGreen EnergyGreat solar potentialSun Number™: 94.99,"$487,441 ",,"-$5,320 (-1.1 %)"
"225 E 34th St APT 10J, New York, NY 10016",Sold 10/08/2019,$1.25M,1 bd,1 ba,870 sqft,Condo,2007,2007,,Central,,"$1,000/mo",,"$1,241,885 ",,"+$1,773 (+0.1 %)"
"305-313 W 18th St # 5F, New York, NY 10011",Sold 10/08/2019,"$920,000 ",1 bd,1 ba,852 sqft,Condo,1950,1950,,Central,,$507/mo,,"$917,844 ","$872,000 - $964,000","-$1,216 (-0.1 %)"
"5 E 22nd St APT 15H, New York, NY 10010",Sold 10/08/2019,$1.22M,1 bd,1 ba,650 sqft,Condo,1985,1985,,,,$589/mo,,"$1,207,112 ",,"-$21,851 (-1.8 %)"
"225 E 36th St # 15F, New York, NY 10016",Sold 10/08/2019,"$590,000 ",1 bd,1 ba,770 sqft,Cooperative,1963,1963,,,,"$1,544/mo",,"$586,169 ",,-$749 (-0.1 %)
"822 Greenwich St APT 2B, New York, NY 10014",Sold 10/08/2019,$1.20M,1 bd,1 ba,#NAME?,Cooperative,1920,1920,,,,"$1,323/mo",,"$1,192,210 ",,"+$181,436 (+18.0 %)"
"269 W 72nd St APT 3B, New York, NY 10023",Sold 10/08/2019,"$591,500 ",1 bd,1 ba,#NAME?,Cooperative,1924,1924,,,,,,"$587,660 ",,"-$6,109 (-1.0 %)"
"45 Tudor City Pl APT 2107, New York, NY 10017",,"$530,000 ",1 bd,1 ba,#NAME?,Cooperative,1927,,,Other,,"$1,457/mo",,"$526,559 ",,"-$1,698 (-0.3 %)"
"822 Greenwich St APT 2B, New York, NY 10014",Sold 10/08/2019,$1.20M,1 bd,1 ba,#NAME?,Cooperative,1920,1920,,,,"$1,323/mo",,"$1,192,210 ",,"+$181,436 (+18.0 %)"
"269 W 72nd St APT 3B, New York, NY 10023",Sold 10/08/2019,"$591,500 ",1 bd,1 ba,#NAME?,Cooperative,1924,1924,,,,,,"$587,660 ",,"-$6,109 (-1.0 %)"
"7510 Yellowstone Blvd APT 6D, Rego Park, NY 11374",Sold 10/07/2019,"$258,000 ",1 bd,1 ba,800 sqft,Cooperative,1956,1956,Other,,,,,"$257,736 ","$237,000 - $281,000","-$5,447 (-2.1 %)"
"100 Colfax Ave APT 5A, Staten Island, NY 10306",Sold 10/07/2019,"$220,000 ",1 bd,1 ba,865 sqft,Condo,1961,1961,,,,$440/mo,,"$219,850 ","$209,000 - $233,000","-$5,126 (-2.3 %)"
"448 Neptune Ave APT 20T, Brooklyn, NY 11224",Sold 10/07/2019,"$307,500 ",1 bd,1 ba,800 sqft,Cooperative,1964,1964,Forced air,Other,On street,,,"$307,094 ",,-$178 (-0.1 %)
"9524 Fort Hamilton Pkwy APT 401, Brooklyn, NY 11209",Sold 10/07/2019,"$264,000 ",1 bd,1 ba,600 sqft,Cooperative,1928,1928,,,,$638/mo,,"$263,652 ",,"-$2,518 (-0.9 %)"
"40 Clinton St APT 6H, Brooklyn, NY 11201",Sold 10/07/2019,"$570,000 ",1 bd,1 ba,#NAME?,Cooperative,1964,1964,,Central,,$908/mo,,"$569,248 ",,"+$4,863 (+0.9 %)"
"15501 90th Ave APT 2A, Jamaica, NY 11432",Sold 10/07/2019,"$165,000 ",1 bd,1 ba,#NAME?,Cooperative,1941,,Gas,,,,,"$164,831 ","$152,000 - $180,000",-$131 (-0.1 %)
"301 E 48th St APT 12H, New York, NY 10017",,"$700,000 ",1 bd,1 ba,850 sqft,Cooperative,1964,1964,,,,"$1,723/mo",,"$695,344 ",,"-$9,315 (-1.3 %)"
"300 Riverside Dr APT 7D, New York, NY 10025",Sold 10/07/2019,"$765,000 ",1 bd,1 ba,#NAME?,Cooperative,1922,1922,,,,"$1,308/mo",,"$759,912 ",,"-$10,427 (-1.4 %)"
"330 E 38th St APT 52Q, New York, NY 10016",Sold 10/07/2019,$1.10M,1 bd,2 ba,958 sqft,Condo,1989,1989,,,,$782/mo,,"$1,092,684 ",,"-$68,806 (-5.9 %)"
"161 N 4th St APT 3B, Brooklyn, NY 11211",Sold 10/07/2019,"$855,000 ",1 bd,1 ba,675 sqft,Condo,2007,,,Other,,$499/mo,,"$853,873 ",,"-$10,041 (-1.2 %)"
"100 W 57th St # 20M, New York, NY 10019",Sold 10/07/2019,"$200,000 ",1 bd,1 ba,800 sqft,Cooperative,1962,1962,,Central,,"$1,993/mo",,"$198,669 ",,"-$3,220 (-1.6 %)"
"212 E 95th St APT 5C, New York, NY 10128",Sold 10/07/2019,"$977,500 ",1 bd,1 ba,913 sqft,Condo,2007,2007,,,,$790/mo,,"$957,087 ","$909,000 - $1.00M","-$8,069 (-0.8 %)"
"23 E 10th St APT 418, New York, NY 10003",Sold 10/07/2019,$1.02M,1 bd,1 ba,#NAME?,Cooperative,1923,1923,,,,"$1,681/mo",,"$1,013,216 ",,"-$25,861 (-2.5 %)"
"13815 Franklin Ave APT L9, Flushing, NY 11355",Sold 10/07/2019,"$255,000 ",1 bd,1 ba,600 sqft,Cooperative,1960,,,,Attached Garage,,,"$254,739 ","$234,000 - $278,000","-$2,389 (-0.9 %)"
"301 W 110th St APT 15E, New York, NY 10026",Sold 10/07/2019,"$655,000 ",1 bd,1 ba,595 sqft,Condo,1988,1988,,,,$370/mo,,"$650,643 ",,"-$4,638 (-0.7 %)"
"3548 75th St APT 1B, Jackson Heights, NY 11372",Sold 10/07/2019,"$357,500 ",1 bd,1 ba,#NAME?,Cooperative,1951,1951,,,,$527/mo,,"$357,135 ","$329,000 - $389,000","-$8,976 (-2.5 %)"
"241-20 Northern Blvd # 3M, Little Neck, NY 11362",Sold 10/07/2019,"$242,000 ",1 bd,1 ba,#NAME?,Cooperative,1965,,Other,,,,,"$241,753 ","$222,000 - $264,000",-$192 (-0.1 %)
"8431 Van Wyck Expy APT 6H, Jamaica, NY 11435",Sold 10/04/2019,"$185,000 ",1 bd,1 ba,#NAME?,Cooperative,1930,,,,1 space,,,"$184,798 ","$170,000 - $201,000","-$19,867 (-9.7 %)"
"1922 Mcgraw Ave APT 6E, Bronx, NY 10462",Sold 10/04/2019,"$155,000 ",1 bd,1 ba,700 sqft,Condo,1950,,Oil,,,,,"$156,657 ","$143,000 - $171,000",+$553 (+0.4 %)
"225 Park Pl APT 1B, Brooklyn, NY 11238",Sold 10/04/2019,"$620,000 ",1 bd,1 ba,#NAME?,Cooperative,1940,1940,,,,$862/mo,,"$619,125 ",,"+$15,801 (+2.6 %)"
"400 Lincoln Pl APT 2E, Brooklyn, NY 11238",Sold 10/04/2019,"$495,000 ",1 bd,1 ba,#NAME?,Cooperative,1924,1924,,,,$701/mo,,"$494,302 ",,-$424 (-0.1 %)
"2626 Homecrest Ave APT 7M, Brooklyn, NY 11235",Sold 10/04/2019,"$272,000 ",1 bd,1 ba,750 sqft,Cooperative,1958,1958,Forced air,Other,,$634/mo,,"$271,616 ",,"-$2,494 (-0.9 %)"
"189 Schermerhorn St APT 23H, Brooklyn, NY 11201",Sold 10/04/2019,"$710,000 ",1 bd,1 ba,507 sqft,Condo,2007,2007,,,1 space,,,"$708,998 ",,"-$5,274 (-0.7 %)"
"70 Washington St, Brooklyn, NY 11201",Sold 10/04/2019,$1.62M,1 bd,2 ba,"1,204 sqft",Multi Family,1915,1915,Forced air,Other,Attached Garage,,,"$1,622,708 ",,"-$4,164 (-0.3 %)"
"455 E 86th St APT 22C, New York, NY 10028",Sold 10/04/2019,$1.20M,1 bd,2 ba,907 sqft,Condo,1986,1986,,Wall,,"$1,290/mo",,"$1,191,448 ",,"-$13,345 (-1.1 %)"
"30 W 60th St APT 8S, New York, NY 10023",Sold 10/04/2019,"$750,000 ",1 bd,1 ba,#NAME?,Cooperative,1957,1957,,,,"$1,232/mo",,"$744,655 ",,"-$3,235 (-0.4 %)"
"132 E 35th St # 8F, New York, NY 10016",Sold 10/04/2019,"$742,000 ",1 bd,1 ba,#NAME?,Cooperative,1969,1969,,,,"$1,010/mo",,"$736,712 ",,"-$8,488 (-1.1 %)"
"7235 112th St APT 3B, Forest Hills, NY 11375",Sold 10/04/2019,"$275,000 ",1 bd,1 ba,800 sqft,Cooperative,1969,,,Central,1 space,,,"$274,700 ","$253,000 - $299,000","-$7,177 (-2.5 %)"
"240 Riverside Blvd # 5, New York, NY 10069",Sold 10/04/2019,$5.28M,1 bd,1.5 ba,"1,025 sqft",Condo,2004,2004,,Central,,"$1,695/mo",,"$1,685,179 ",$1.55M - $1.84M,"-$9,265 (-0.5 %)"
"5009 2nd St # 315, Long Island City, NY 11101",Sold 10/04/2019,$1.10M,1 bd,2 ba,965 sqft,Condo,1890,1890,,,Attached Garage,,,"$1,098,803 ",$1.01M - $1.20M,"-$29,667 (-2.6 %)"
"10716 37th Ave APT 4E, Flushing, NY 11368",Sold 10/04/2019,"$412,500 ",1 bd,1 ba,680 sqft,Condo,2011,2011,Other,,,,,"$412,051 ","$379,000 - $449,000","-$5,333 (-1.3 %)"
"34 N 7th St APT 6D, Brooklyn, NY 11249",Sold 10/04/2019,"$795,000 ",1 bd,1 ba,717 sqft,Condo,2008,2008,,Central,1 space,,,"$808,168 ","$768,000 - $849,000","-$5,024 (-0.6 %)"
"50 Park Ave APT 8A, New York, NY 10016",Sold 10/03/2019,"$680,000 ",1 bd,1 ba,850 sqft,Cooperative,1940,1940,,,,"$1,424/mo",,"$675,045 ",,"-$18,398 (-2.7 %)"
"90 N 5th St APT 2D, Brooklyn, NY 11249",Sold 10/03/2019,"$987,500 ",1 bd,2 ba,821 sqft,Condo,2007,2007,Forced air,Other,Attached Garage,,,"$986,077 ",,"-$16,022 (-1.6 %)"
"255 Fieldston Ter APT 3M, Bronx, NY 10471",Sold 10/03/2019,"$200,000 ",1 bd,1 ba,685 sqft,Cooperative,1965,1965,,,,$808/mo,,"$202,186 ","$184,000 - $220,000","+$1,796 (+0.9 %)"
"91 Grand Ave APT 2B, Brooklyn, NY 11205",Sold 10/03/2019,"$640,000 ",1 bd,1 ba,760 sqft,Condo,1932,1932,,,,$359/mo,,"$639,077 ",,"-$16,889 (-2.6 %)"
"7101 Shore Rd APT 3E, Brooklyn, NY 11209",Sold 10/03/2019,"$477,000 ",1 bd,2 ba,950 sqft,Cooperative,1931,1931,,,,$707/mo,,"$476,312 ",,"-$8,814 (-1.8 %)"
"360 Clinton Ave APT 4N, Brooklyn, NY 11238",Sold 10/03/2019,"$665,000 ",1 bd,1 ba,850 sqft,Cooperative,1928,1928,,,,,,"$664,041 ",,-$577 (-0.1 %)
"245 E 72nd St APT 20E, New York, NY 10021",Sold 10/03/2019,"$760,000 ",1 bd,1 ba,#NAME?,Cooperative,1930,1930,,,,"$1,926/mo",,"$754,463 ",,"-$14,537 (-1.9 %)"
"811 Walton Ave APT D11, Bronx, NY 10451",Sold 10/03/2019,"$295,000 ",1 bd,1 ba,#NAME?,Cooperative,1927,1927,,,,$720/mo,,"$298,225 ","$271,000 - $325,000","+$1,994 (+0.7 %)"
"8730 62nd Ave APT 3F, Flushing, NY 11374",Sold 10/03/2019,"$390,000 ",1 bd,1 ba,700 sqft,Condo,1989,1989,,Central,,$373/mo,,"$389,567 ","$358,000 - $425,000","+$7,663 (+2.0 %)"
"4140 Union St APT 4F, Flushing, NY 11355",Sold 10/03/2019,"$515,000 ",1 bd,#NAME?,650 sqft,Multi Family,1975,,Forced air,Other,Detached Garage,,,"$514,428 ","$473,000 - $561,000",
"200 W 108th St APT 11C, New York, NY 10025",Sold 10/03/2019,"$728,000 ",1 bd,1 ba,800 sqft,Cooperative,1929,1929,Radiant,Wall,,,,"$722,696 ",,"-$3,459 (-0.5 %)"
"350 W 42nd St APT 21F, New York, NY 10036",Sold 10/03/2019,$1.02M,1 bd,1 ba,690 sqft,Condo,2007,2007,Forced air,Central,Attached Garage,,,"$1,017,532 ",,"-$15,022 (-1.5 %)"
"3730 73rd St APT 6L, Jackson Heights, NY 11372",Sold 10/03/2019,"$370,000 ",1 bd,1 ba,#NAME?,Cooperative,1962,1962,,,,$710/mo,,"$369,589 ","$340,000 - $403,000",+$384 (+0.1 %)
"22 Irving Pl APT 4-D, New York, NY 10003",Sold 10/03/2019,"$710,000 ",1 bd,1 ba,#NAME?,Cooperative,1945,1945,,,,$739/mo,,"$704,827 ",,"+$3,626 (+0.5 %)"
"200 W 108th St APT 11C, New York, NY 10025",Sold 10/03/2019,"$728,000 ",1 bd,1 ba,800 sqft,Cooperative,1929,1929,Radiant,Wall,,,,"$722,696 ",,"-$3,459 (-0.5 %)"
"8730 62nd Ave APT 3F, Flushing, NY 11374",Sold 10/03/2019,"$390,000 ",1 bd,1 ba,700 sqft,Condo,1989,1989,,Central,,$373/mo,,"$389,567 ","$358,000 - $425,000","+$7,663 (+2.0 %)"
"155 Bay St APT 4H, Staten Island, NY 10301",Sold 10/02/2019,"$390,000 ",1 bd,2 ba,962 sqft,Condo,2005,2005,Gas,Central,,$630/mo,,"$389,948 ","$359,000 - $425,000",-$784 (-0.2 %)
"254 Park Ave S # 7HJ, New York, NY 10010",Sold 10/02/2019,$1.48M,1 bd,2 ba,943 sqft,Condo,1913,1979,,,,$819/mo,,"$1,471,464 ",,"-$5,285 (-0.4 %)"
"823 Classon Ave APT 4C, Brooklyn, NY 11238",Sold 10/02/2019,"$735,000 ",1 bd,1 ba,611 sqft,Condo,2011,2011,,,,$357/mo,,"$733,918 ",,"-$16,626 (-2.2 %)"
"53 Whitman Ave, Staten Island, NY 10308",Sold 10/02/2019,"$735,000 ",1 bd,1 ba,"1,928 sqft",Apartment,1994,1994,Forced air,Central,Carport,,,,,
"610 Warren St # 2D, Brooklyn, NY 11217",Sold 10/02/2019,"$1,075 ",1 bd,1 ba,714 sqft,Condo,2016,2016,,,,$523/mo,,"$1,066,469 ",$1.01M - $1.12M,"-$13,920 (-1.3 %)"
"235 Adams St APT 16F, Brooklyn, NY 11201",Sold 10/02/2019,"$635,000 ",1 bd,1 ba,626 sqft,Cooperative,1950,1950,,,,$909/mo,,"$634,065 ",,"-$7,091 (-1.1 %)"
"300 E 71st St, New York, NY 10021",Sold 10/02/2019,"$850,000 ",1 bd,1 ba,800 sqft,Cooperative,1961,,Forced air,Other,Attached Garage,,,,,
"30 E 62nd St APT 6B, New York, NY 10065",Sold 10/02/2019,$1.49M,1 bd,1 ba,900 sqft,Cooperative,1958,,,Central,Attached Garage,,,"$1,444,017 ",$1.37M - $1.52M,"-$11,203 (-0.8 %)"
"150 E 93rd St APT 7F, New York, NY 10128",Sold 10/02/2019,"$625,000 ",1 bd,1 ba,730 sqft,Cooperative,1923,1923,,,,"$1,730/mo",,"$620,347 ",,"-$3,985 (-0.6 %)"
"7939 Calamus Ave APT 3C, Flushing, NY 11373",Sold 10/02/2019,"$418,000 ",1 bd,1 ba,621 sqft,Condo,2007,2007,,,,,,"$417,526 ","$384,000 - $455,000","-$25,468 (-5.7 %)"
"60 Cooper St APT 3A, New York, NY 10034",Sold 10/02/2019,"$430,000 ",1 bd,1 ba,895 sqft,Cooperative,1936,1936,,,,$830/mo,,"$426,799 ",,"+$3,061 (+0.7 %)"
"201 W 21st St APT 5J, New York, NY 10011",Sold 10/02/2019,"$630,000 ",1 bd,1 ba,#NAME?,Cooperative,1963,1963,,,,"$1,203/mo",,"$625,310 ",,"-$8,036 (-1.3 %)"
"37 W 93rd St APT 19, New York, NY 10025",Sold 10/02/2019,"$940,000 ",1 bd,1 ba,925 sqft,Cooperative,1920,,,,,,UtilitiesGreen EnergyGreat solar potentialSun Number™: 79.79,"$933,002 ",,"+$3,511 (+0.4 %)"
