Address,Sale price,Bedrooms,Bathrooms,Area,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA / Lot,Sunscore,Monthly cost,Principal & interest,Property taxes,Home insurance,HOA fee
"1855 Calvert St NW # 2, Washington, DC 20009","$474,900 ",2 bds,2 ba,908 sqft,"$474,904 ",Single Family,1915,Wall,Wall,,435 sqft,,"$2,600 ","$1,730/mo",$226/mo,$166/mo,$478/mo
"3217 Reservoir Rd NW, Washington, DC 20007","$1,495,000 ",3 bds,3 ba,"1,844 sqft","$1,495,008 ",Single Family,1927,Forced air,Central,Detached Garage,"2,374 sqft",Good solar potentialSun Numberâ„¢:Â 68.68,"$6,854 ","$5,621/mo",$710/mo,$523/mo,$0/mo
"4 Thompson Cir NW, Washington, DC 20008","$5,995,000 ",6 bds,8 ba,"9,245 sqft","$5,702,560 ",Single Family,1929,Other,Central,5 spaces,0.35 acres,Great solar potentialSun Numberâ„¢:Â 92.92,"$27,485 ","$22,539/mo","$2,848/mo","$2,098/mo",$0/mo
"2848 Mcgill Ter NW, Washington, DC 20008","$5,475,000 ",6 bds,9 ba,"8,485 sqft","$5,242,021 ",Single Family,1935,Heat pump,Central,4 spaces,"9,635 sqft",Good solar potentialSun Numberâ„¢:Â 68.12,"$25,101 ","$20,584/mo","$2,601/mo","$1,916/mo",$0/mo
"1220 28th St NW, Washington, DC 20007","$899,000 ",2 bds,2 ba,"1,308 sqft","$899,002 ",Townhouse,1900,Other,None,,871 sqft,Limited solar potentialSun Numberâ„¢:Â 59.08,"$4,030 ","$3,288/mo",$427/mo,$315/mo,$0/mo
"1617 12th St NW APT 3, Washington, DC 20009","$399,999 ",2 bds,1 ba,528 sqft,"$400,087 ",Townhouse,1900,Forced air,Central,,365 sqft,Good solar potentialSun Numberâ„¢:Â 68.84,"$1,892 ","$1,457/mo",$190/mo,$140/mo,$105/mo
"524 10th St SE, Washington, DC 20003","$949,900 ",3 bds,2 ba,"1,302 sqft","$952,664 ",Single Family,1900,Forced air,Central,Off street,"1,489 sqft",Candidate for a community solar programSun Numberâ„¢:Â 21.07,"$4,355 ","$3,571/mo",$451/mo,$332/mo,$0/mo
"2750 32nd St NW, Washington, DC 20008","$5,995,000 ",5 bds,7 ba,"6,000 sqft","$5,702,560 ",Single Family,1940,Forced air,Central,Off street,0.44 acres,Candidate for a community solar programSun Numberâ„¢:Â 20.92,"$27,485 ","$22,539/mo","$2,848/mo","$2,098/mo",$0/mo
"386 N St SW, Washington, DC 20024","$580,000 ",3 bds,2 ba,"1,800 sqft","$580,000 ",Townhouse,1962,Forced air,Central,,,,"$4,265 ","$2,121/mo",$276/mo,$203/mo,"$1,665/mo"
"1444 T St NW, Washington, DC 20009","$1,099,000 ",2 bds,3 ba,"1,310 sqft","$1,100,320 ",Townhouse,1870,Heat pump,Central,Off street,"1,517 sqft",Great solar potentialSun Numberâ„¢:Â 84.84,"$5,038 ","$4,132/mo",$522/mo,$385/mo,$0/mo
"2708 Olive St NW, Washington, DC 20007","$1,395,000 ",3 bds,5 ba,"1,536 sqft","$1,373,590 ",Townhouse,1900,"Baseboard, Heat pump",Central,,910 sqft,Great solar potentialSun Numberâ„¢:Â 79.88,"$6,396 ","$5,245/mo",$663/mo,$488/mo,$0/mo
"1710 Bay St SE, Washington, DC 20003","$669,900 ",4 bds,2 ba,"1,840 sqft","$673,266 ",Townhouse,1927,Other,None,,"1,964 sqft",Good solar potentialSun Numberâ„¢:Â 65.87,"$3,003 ","$2,450/mo",$318/mo,$234/mo,$0/mo
"4478 Reservoir Rd NW, Washington, DC 20007","$895,000 ",4 bds,3 ba,"1,868 sqft","$895,006 ",Single Family,1925,Other,Central,1 space,"2,178 sqft",Good solar potentialSun Numberâ„¢:Â 67.08,"$4,012 ","$3,273/mo",$425/mo,$313/mo,$0/mo
"3636 S St NW, Washington, DC 20007","$2,650,000 ",6 bds,5 ba,"4,400 sqft","$2,650,020 ",Townhouse,1924,"Forced air, Heat pump",Central,2 spaces,"3,497 sqft",Limited solar potentialSun Numberâ„¢:Â 50.28,"$12,149 ","$9,963/mo","$1,259/mo",$928/mo,$0/mo
"1849 N Uhle St # 1, Arlington, VA 22201","$675,000 ",2 bds,2 ba,"1,360 sqft","$675,050 ",Townhouse,1983,Forced air,Central,1 space,1 sqft,Great solar potentialSun Numberâ„¢:Â 91.98,"$3,553 ","$2,527/mo",$489/mo,$236/mo,$300/mo
"2534 11th St NW, Washington, DC 20001","$100,000 ",1 bd,1 ba,"1,920 sqft",,Townhouse,1910,Other,None,Detached Garage,"1,990 sqft",Great solar potentialSun Numberâ„¢:Â 88.04,$470 ,$388/mo,$48/mo,$35/mo,$0/mo
"2418 14th St N, Arlington, VA 22201","$1,075,000 ",3 bds,3 ba,"1,847 sqft","$1,089,333 ",Townhouse,1996,Forced air,Central,2 spaces,757 sqft,Great solar potentialSun Numberâ„¢:Â 87.98,"$5,393 ","$4,068/mo",$779/mo,$376/mo,$169/mo
"1422 18th Pl SE, Washington, DC 20020","$500,000 ",3 bds,4 ba,"1,728 sqft","$499,902 ",Townhouse,1936,Forced air,Central,"Off street, On street","1,624 sqft",Candidate for a community solar programSun Numberâ„¢:Â 20.91,"$2,234 ","$1,822/mo",$238/mo,$175/mo,$0/mo
"3940 Madison St, Hyattsville, MD 20781","$380,000 ",4 bds,2 ba,"1,377 sqft","$434,557 ",Single Family,1936,Other,,Detached Garage,"7,405 sqft",Limited solar potentialSun Numberâ„¢:Â 40.06,"$1,941 ","$1,378/mo",$431/mo,$133/mo,$0/mo
"4309 Reno Rd NW, Washington, DC 20008","$850,000 ",3 bds,3 ba,"1,833 sqft","$1,006,645 ",Single Family,1938,"Forced air, Other",Central,3 spaces,"3,853 sqft",Good solar potentialSun Numberâ„¢:Â 67.32,"$3,810 ","$3,109/mo",$404/mo,$298/mo,$0/mo
"4606 Gunther St, Capitol Heights, MD 20743","$107,107 ",9 bds,4 ba,"1,176 sqft","$107,107 ",Single Family,1925,Heat pump,"Central, Wall",Detached Garage,"10,001 sqft",Good solar potentialSun Numberâ„¢:Â 62.44,$602 ,$443/mo,$121/mo,$37/mo,$0/mo
"830 Division Ave NE, Washington, DC 20019","$220,000 ",3 bds,4 ba,"1,815 sqft","$372,328 ",Townhouse,1945,Forced air,Central,,"2,252 sqft",Great solar potentialSun Numberâ„¢:Â 84.91,"$1,035 ",$853/mo,$105/mo,$77/mo,$0/mo
"5605 Joyce Pl, Bladensburg, MD 20710","$199,999 ",3 bds,3 ba,"1,372 sqft","$200,000 ",Townhouse,1997,Forced air,Central,Attached Garage,"1,598 sqft",Great solar potentialSun Numberâ„¢:Â 92.86,"$1,111 ",$734/mo,$227/mo,$70/mo,$80/mo
"4923 Sedgwick St NW, Washington, DC 20016","$1,495,000 ",4 bds,4 ba,"2,881 sqft","$1,495,005 ",Single Family,1939,Forced air,Central,Attached Garage,"8,319 sqft",Candidate for a community solar programSun Numberâ„¢:Â 20.84,"$6,854 ","$5,621/mo",$710/mo,$523/mo,$0/mo
"3208 2nd Rd N, Arlington, VA 22201","$1,165,000 ",4 bds,3 ba,"2,336 sqft","$1,170,253 ",Single Family,1961,Baseboard,Central,1 space,"6,155 sqft",Great solar potentialSun Numberâ„¢:Â 91.98,"$5,661 ","$4,409/mo",$845/mo,$408/mo,$0/mo
"4934 Indian Ln NW, Washington, DC 20016","$6,995,000 ",8 bds,9 ba,"11,500 sqft","$6,694,007 ",Single Family,1931,Forced air,"Central, Geothermal, Other",6 spaces,0.53 acres,Good solar potentialSun Numberâ„¢:Â 64.84,"$32,069 ","$26,298/mo","$3,323/mo","$2,448/mo",$0/mo
"5718 Tennyson St, Riverdale, MD 20737","$250,000 ",3 bds,2 ba,"1,286 sqft","$250,002 ",Single Family,1938,Radiant,Other,5 spaces,"7,501 sqft",Great solar potentialSun Numberâ„¢:Â 71.26,"$1,289 ",$918/mo,$283/mo,$88/mo,$0/mo
"5221 Farrington Rd, Bethesda, MD 20816","$1,200,000 ",4 bds,4 ba,"3,160 sqft","$1,200,009 ",Single Family,1949,Forced air,Central,1 space,"8,624 sqft",Candidate for a community solar programSun Numberâ„¢:Â 20.88,"$5,853 ","$4,503/mo",$930/mo,$420/mo,$0/mo
"3741 Mark Dr, Alexandria, VA 22305","$529,000 ",3 bds,2 ba,"1,024 sqft","$548,189 ",Townhouse,1942,Forced air,Central,,"1,280 sqft",Great solar potentialSun Numberâ„¢:Â 83.98,"$2,521 ","$1,922/mo",$414/mo,$185/mo,$0/mo
"5901 7th St NW, Washington, DC 20011","$1,139,500 ",5 bds,5 ba,"2,924 sqft","$1,139,504 ",Single Family,1932,Forced air,Central,,"4,987 sqft",Candidate for a community solar programSun Numberâ„¢:Â 21.2,"$5,224 ","$4,284/mo",$541/mo,$399/mo,$0/mo
"5201 27th Rd N, Arlington, VA 22207","$749,000 ",2 bds,1 ba,940 sqft,"$769,353 ",Single Family,1943,Forced air,Central,,"6,412 sqft",Limited solar potentialSun Numberâ„¢:Â 53.72,"$3,609 ","$2,804/mo",$543/mo,$262/mo,$0/mo
"1744 Taylor St NW, Washington, DC 20011","$1,249,000 ",4 bds,5 ba,"4,320 sqft","$1,258,379 ",Single Family,1933,Forced air,Central,Off street,"6,534 sqft",Great solar potentialSun Numberâ„¢:Â 93.2,"$5,726 ","$4,696/mo",$593/mo,$437/mo,$0/mo
"5320 27th St NW, Washington, DC 20015","$11,750,000 ",5 bds,8 ba,"12,882 sqft","$11,372,822 ",Single Family,1928,Forced air,Central,3 spaces,1.31 acres,Great solar potentialSun Numberâ„¢:Â 89.24,"$53,869 ","$44,175/mo","$5,581/mo","$4,113/mo",$0/mo
"5245 Nebraska Ave NW, Washington, DC 20015","$865,000 ",5 bds,4 ba,"1,990 sqft","$875,996 ",Townhouse,1940,Forced air,Central,Detached Garage,"3,916 sqft",Candidate for a community solar programSun Numberâ„¢:Â 19.64,"$3,877 ","$3,164/mo",$411/mo,$303/mo,$0/mo
"2357 S Arlington Ridge Rd, Arlington, VA 22202","$849,000 ",4 bds,3 ba,"2,150 sqft","$849,005 ",Single Family,1954,"Forced air, Heat pump",Central,1 space,"8,258 sqft",Candidate for a community solar programSun Numberâ„¢:Â 20.06,"$4,091 ","$3,178/mo",$616/mo,$297/mo,$0/mo
"4101 Linnean Ave NW, Washington, DC 20008","$4,395,000 ",7 bds,9 ba,"10,600 sqft","$4,185,108 ",Single Family,1992,Forced air,Central,4 spaces,0.53 acres,Great solar potentialSun Numberâ„¢:Â 79.32,"$20,149 ","$16,523/mo","$2,088/mo","$1,538/mo",$0/mo
"5321 Gay St NE, Washington, DC 20019","$379,000 ",3 bds,2 ba,"1,296 sqft","$379,014 ",Single Family,1909,Forced air,Central,,"2,500 sqft",Limited solar potentialSun Numberâ„¢:Â 55.31,"$1,694 ","$1,381/mo",$180/mo,$133/mo,$0/mo
"808 Quintana Pl NW, Washington, DC 20011","$769,000 ",3 bds,4 ba,"2,276 sqft","$769,007 ",Single Family,1923,Forced air,Central,1 space,"2,613 sqft",Great solar potentialSun Numberâ„¢:Â 93.2,"$3,447 ","$2,813/mo",$365/mo,$269/mo,$0/mo
"1422 18th Pl SE, Washington, DC 20020","$500,000 ",3 bds,4 ba,"1,728 sqft","$499,902 ",Townhouse,1936,Forced air,Central,"Off street, On street","1,624 sqft",Candidate for a community solar programSun Numberâ„¢:Â 20.91,"$2,234 ","$1,822/mo",$238/mo,$175/mo,$0/mo
"3411 P St NW, Washington, DC 20007","$1,195,000 ",2 bds,2 ba,"1,326 sqft","$1,184,949 ",Single Family,1914,Forced air,Central,,"1,176 sqft",Great solar potentialSun Numberâ„¢:Â 92.68,"$5,479 ","$4,493/mo",$568/mo,$418/mo,$0/mo
"3219 13th Rd S, Arlington, VA 22204","$546,000 ",3 bds,2 ba,"1,600 sqft","$550,242 ",Townhouse,1949,Forced air,Central,,"3,001 sqft",Candidate for a community solar programSun Numberâ„¢:Â 19.98,"$2,571 ","$1,984/mo",$396/mo,$191/mo,$0/mo
"50 N Bedford St # 50A, Arlington, VA 22201","$290,000 ",1 bd,1 ba,612 sqft,"$290,001 ",Townhouse,1983,Heat pump,Central,,,Great solar potentialSun Numberâ„¢:Â 91.18,"$1,741 ","$1,054/mo",$210/mo,$102/mo,$376/mo
"1129 16th St S, Arlington, VA 22202","$949,900 ",4 bds,3 ba,"2,284 sqft","$959,642 ",Single Family,1925,"Baseboard, Radiant",Central,3 spaces,"5,741 sqft",Good solar potentialSun Numberâ„¢:Â 69.66,"$4,616 ","$3,595/mo",$689/mo,$332/mo,$0/mo
"5905 Cobalt Rd, Bethesda, MD 20816","$899,000 ",3 bds,4 ba,"1,600 sqft","$899,999 ",Single Family,1941,Forced air,Central,Off street,"7,200 sqft",Candidate for a community solar programSun Numberâ„¢:Â 20.88,"$4,284 ","$3,273/mo",$697/mo,$315/mo,$0/mo
"2402 37th St NW, Washington, DC 20007","$819,000 ",4 bds,2 ba,"1,946 sqft","$821,990 ",Townhouse,1927,Radiant,Other,1 space,"1,263 sqft",Good solar potentialSun Numberâ„¢:Â 63.08,"$3,671 ","$2,995/mo",$389/mo,$287/mo,$0/mo
"3612 N Glebe Rd, Arlington, VA 22207","$1,700,000 ",5 bds,3 ba,"4,250 sqft","$1,712,363 ",Single Family,1897,Baseboard,None,8 spaces,0.49 acres,Candidate for a community solar programSun Numberâ„¢:Â 20.92,"$8,261 ","$6,433/mo","$1,233/mo",$595/mo,$0/mo
"1632 33rd St NW, Washington, DC 20007","$975,000 ",2 bds,2 ba,"1,168 sqft","$975,004 ",Townhouse,1926,Forced air,Other,,"1,080 sqft",Great solar potentialSun Numberâ„¢:Â 76.68,"$4,470 ","$3,666/mo",$463/mo,$341/mo,$0/mo
"4714 Deanwood Dr, Capitol Heights, MD 20743","$186,667 ",4 bds,3 ba,"1,092 sqft","$242,425 ",Single Family,1939,Forced air,Central,,"4,800 sqft",Great solar potentialSun Numberâ„¢:Â 92.04,$962 ,$685/mo,$212/mo,$65/mo,$0/mo
"4347 F St SE, Washington, DC 20019","$409,000 ",2 bds,2 ba,"1,248 sqft",,Single Family,1950,Forced air,Central,,"2,178 sqft",Great solar potentialSun Numberâ„¢:Â 70.51,"$1,828 ","$1,490/mo",$194/mo,$143/mo,$0/mo
"708 G St SE, Washington, DC 20003","$875,000 ",3 bds,3 ba,"1,920 sqft","$882,376 ",Townhouse,1900,Forced air,Central,1 space,"1,267 sqft",Great solar potentialSun Numberâ„¢:Â 79.47,"$3,922 ","$3,200/mo",$416/mo,$306/mo,$0/mo
"1303 Girard St NE, Washington, DC 20017","$499,900 ",3 bds,1 ba,"1,452 sqft","$647,247 ",Single Family,1929,Radiant,None,,"6,751 sqft",Great solar potentialSun Numberâ„¢:Â 82.59,"$2,234 ","$1,821/mo",$237/mo,$175/mo,$0/mo
"5240 Seminary Rd, Alexandria, VA 22311","$520,000 ",3 bds,2 ba,"1,555 sqft","$528,754 ",Single Family,1950,Forced air,Central,,0.26 acres,Great solar potentialSun Numberâ„¢:Â 91.19,"$2,479 ","$1,889/mo",$407/mo,$182/mo,$0/mo
"2303 Bancroft Pl NW, Washington, DC 20008","$5,745,000 ",5 bds,7 ba,"6,462 sqft","$5,562,771 ",Single Family,1913,Other,Central,Attached Garage,"4,377 sqft",Good solar potentialSun Numberâ„¢:Â 66.52,"$26,339 ","$21,599/mo","$2,729/mo","$2,011/mo",$0/mo
"740 Fairmont St NW # A, Washington, DC 20001","$674,900 ",3 bds,3 ba,"1,518 sqft","$671,037 ",Single Family,1925,Forced air,Central,1 space,"2,178 sqft",,"$3,355 ","$2,468/mo",$321/mo,$236/mo,$330/mo
"681 Chain Bridge Rd, Mclean, VA","$8,900,000 ",6 bds,10 ba,"17,800 sqft",,Single Family,,Gas,Central,Attached Garage,1.41 acres,,"$44,064 ","$33,681/mo","$7,268/mo","$3,115/mo",$0/mo
"3137 S Glebe Rd, Arlington, VA 22202","$750,000 ",3 bds,3 ba,"2,403 sqft","$751,412 ",Single Family,1938,Forced air,Central,Attached Garage,"7,352 sqft",Great solar potentialSun Numberâ„¢:Â 92.06,"$3,614 ","$2,808/mo",$544/mo,$263/mo,$0/mo
"2101 S Monroe St, Arlington, VA 22204","$449,900 ",2 bds,1 ba,900 sqft,"$455,342 ",Single Family,1938,Forced air,None,,"5,100 sqft",Great solar potentialSun Numberâ„¢:Â 86.38,"$2,118 ","$1,635/mo",$326/mo,$157/mo,$0/mo
"1733 22nd Ct N, Arlington, VA 22209","$1,399,900 ",3 bds,5 ba,"2,456 sqft","$1,381,151 ",Townhouse,1995,Forced air,Central,Attached Garage,"1,920 sqft",Great solar potentialSun Numberâ„¢:Â 91.32,"$7,048 ","$5,298/mo","$1,015/mo",$490/mo,$245/mo
"4003 Ames St NE, Washington, DC 20019","$429,900 ",3 bds,2 ba,"1,536 sqft","$429,902 ",Townhouse,1947,Forced air,Central,,"1,459 sqft",Great solar potentialSun Numberâ„¢:Â 84.91,"$1,921 ","$1,566/mo",$204/mo,$150/mo,$0/mo
"1439 Kennedy St NW, Washington, DC 20011","$999,900 ",7 bds,4 ba,"3,822 sqft","$999,907 ",Single Family,1913,Other,None,2 spaces,"6,272 sqft",Great solar potentialSun Numberâ„¢:Â 72.4,"$4,584 ","$3,759/mo",$475/mo,$350/mo,$0/mo
"2616 S Joyce St, Arlington, VA 22202",$--,3 bds,3 ba,"1,440 sqft",,Single Family,1940,Other,Central,Attached Garage,"10,454 sqft",Great solar potentialSun Numberâ„¢:Â 88.06,$0 ,$0/mo,$0/mo,$0/mo,$0/mo
"1804 S Nelson St, Arlington, VA 22204","$680,000 ",3 bds,2 ba,"1,105 sqft","$680,004 ",Single Family,1950,Heat pump,Central,2 spaces,"5,401 sqft",Great solar potentialSun Numberâ„¢:Â 87.18,"$3,277 ","$2,546/mo",$493/mo,$238/mo,$0/mo
"78 Kalorama Cir NW, Washington, DC 20008","$8,000,000 ",5 bds,6 ba,"7,400 sqft","$7,751,825 ",Single Family,1927,Forced air,Central,5 spaces,"4,177 sqft",Good solar potentialSun Numberâ„¢:Â 63.32,"$36,677 ","$30,077/mo","$3,800/mo","$2,800/mo",$0/mo
"1857 Tubman Rd SE, Washington, DC 20020","$350,000 ",4 bds,3 ba,"2,040 sqft","$347,602 ",Townhouse,2005,Forced air,Central,Off street,"2,016 sqft",Great solar potentialSun Numberâ„¢:Â 80.91,"$1,632 ","$1,275/mo",$166/mo,$123/mo,$68/mo
"3439 Massachusetts Ave SE, Washington, DC 20019","$599,999 ",4 bds,3 ba,"2,176 sqft","$600,002 ",Single Family,1965,Forced air,Central,1 space,"8,847 sqft",Great solar potentialSun Numberâ„¢:Â 87.31,"$2,689 ","$2,194/mo",$285/mo,$210/mo,$0/mo
"3200 13th St S, Arlington, VA 22204","$689,000 ",5 bds,2 ba,"1,056 sqft","$693,182 ",Single Family,1942,Forced air,Central,,"5,227 sqft",Great solar potentialSun Numberâ„¢:Â 90.38,"$3,320 ","$2,579/mo",$500/mo,$241/mo,$0/mo
"2511 Queens Chapel Rd NE, Washington, DC 20018","$485,000 ",4 bds,3 ba,"1,635 sqft","$485,004 ",Single Family,1908,Heat pump,Central,On street,"2,408 sqft",Candidate for a community solar programSun Numberâ„¢:Â 20.91,"$2,167 ","$1,767/mo",$230/mo,$170/mo,$0/mo
"1804 Hoban Rd NW, Washington, DC 20007","$1,725,000 ",4 bds,4 ba,"4,126 sqft","$1,694,999 ",Single Family,1935,Forced air,Central,4 spaces,"7,967 sqft",Great solar potentialSun Numberâ„¢:Â 92.68,"$7,908 ","$6,485/mo",$819/mo,$604/mo,$0/mo
"1508 F St NE APT 2, Washington, DC","$400,000 ",2 bds,2 ba,#NAME?,"$399,728 ",Townhouse,2019,Forced air,Central,,,,"$1,971 ","$1,457/mo",$190/mo,$140/mo,$184/mo
"1944 Capitol Ave NE # 1, Washington, DC 20002","$625,000 ",2 bds,3 ba,"1,131 sqft","$625,002 ",Single Family,1943,Forced air,Central,,,,"$3,025 ","$2,286/mo",$297/mo,$219/mo,$223/mo
"5139 Echols Ave, Alexandria, VA 22311","$799,995 ",4 bds,4 ba,"2,750 sqft","$800,000 ",Single Family,1948,Heat pump,Central,Detached Garage,0.29 acres,Great solar potentialSun Numberâ„¢:Â 90.39,"$3,902 ","$2,995/mo",$627/mo,$280/mo,$0/mo
"2411 S Monroe St, Arlington, VA 22206","$650,000 ",4 bds,2 ba,"1,876 sqft","$650,010 ",Single Family,1959,Forced air,Central,1 space,"5,000 sqft",Limited solar potentialSun Numberâ„¢:Â 57.58,"$3,132 ","$2,433/mo",$471/mo,$228/mo,$0/mo
"3014 22nd St S, Arlington, VA 22204","$574,900 ",3 bds,3 ba,"1,765 sqft","$579,807 ",Single Family,1924,Forced air,Central,,"5,000 sqft",Candidate for a community solar programSun Numberâ„¢:Â 19.98,"$2,770 ","$2,152/mo",$417/mo,$201/mo,$0/mo
"710 Drum Ave, Capitol Heights, MD 20743","$355,900 ",5 bds,4 ba,"1,992 sqft","$355,903 ",Single Family,2006,"Forced air, Heat pump",Central,,"5,401 sqft",Candidate for a community solar programSun Numberâ„¢:Â 33.64,"$1,818 ","$1,290/mo",$403/mo,$125/mo,$0/mo
"2610 30th St NW, Washington, DC 20008","$5,595,000 ",6 bds,8 ba,"6,194 sqft","$5,435,452 ",Single Family,1957,Forced air,Central,4 spaces,0.27 acres,Great solar potentialSun Numberâ„¢:Â 85.72,"$25,651 ","$21,035/mo","$2,658/mo","$1,958/mo",$0/mo
"928 26th St S, Arlington, VA 22202","$1,299,000 ",5 bds,4 ba,"2,800 sqft","$1,304,722 ",Single Family,1930,Forced air,Central,2 spaces,"9,883 sqft",Limited solar potentialSun Numberâ„¢:Â 54.46,"$6,312 ","$4,916/mo",$942/mo,$455/mo,$0/mo
"826 46th St NE, Washington, DC 20019","$499,000 ",4 bds,3 ba,"4,743 sqft","$234,707 ",Single Family,1921,Forced air,Central,,"4,312 sqft",Good solar potentialSun Numberâ„¢:Â 68.11,"$2,230 ","$1,818/mo",$237/mo,$175/mo,$0/mo
"5101 12th St S, Arlington, VA 22204","$479,999 ",2 bds,1 ba,800 sqft,"$483,529 ",Single Family,1942,Forced air,Other,,"5,179 sqft",Candidate for a community solar programSun Numberâ„¢:Â 19.99,"$2,260 ","$1,744/mo",$348/mo,$168/mo,$0/mo
"1316 N Taylor St, Arlington, VA","$650,000 ",4 bds,5 ba,"3,900 sqft","$645,313 ",Single Family,2019,Forced air,None,Detached Garage,"6,564 sqft",Great solar potentialSun Numberâ„¢:Â 86.39,"$3,132 ","$2,433/mo",$471/mo,$228/mo,$0/mo
"5923 Onondaga Rd, Bethesda, MD 20816","$864,900 ",4 bds,3 ba,"3,074 sqft","$856,753 ",Single Family,1953,Forced air,Central,3 spaces,"10,454 sqft",Great solar potentialSun Numberâ„¢:Â 92.88,"$4,122 ","$3,149/mo",$670/mo,$303/mo,$0/mo
"4914 Sedgwick St NW, Washington, DC 20016","$1,350,000 ",4 bds,4 ba,"3,150 sqft","$1,350,010 ",Single Family,1938,Forced air,Central,3 spaces,"6,111 sqft",Good solar potentialSun Numberâ„¢:Â 66.44,"$6,189 ","$5,075/mo",$641/mo,$473/mo,$0/mo
"4412 Volta Pl NW, Washington, DC 20007","$1,100,000 ",5 bds,4 ba,"2,730 sqft","$1,103,087 ",Single Family,1933,Other,Other,2 spaces,"3,192 sqft",Great solar potentialSun Numberâ„¢:Â 79.08,"$5,043 ","$4,136/mo",$523/mo,$385/mo,$0/mo
"4636 Verplanck Pl NW, Washington, DC 20016","$899,000 ",3 bds,3 ba,"1,888 sqft","$929,051 ",Single Family,1943,Forced air,Central,,"3,484 sqft",Good solar potentialSun Numberâ„¢:Â 64.84,"$4,030 ","$3,288/mo",$427/mo,$315/mo,$0/mo
"3812 Brandywine St NW, Washington, DC 20016","$1,099,000 ",3 bds,2 ba,"1,958 sqft","$1,111,434 ",Single Family,1890,Forced air,Central,4 spaces,"3,388 sqft",Great solar potentialSun Numberâ„¢:Â 76.04,"$5,038 ","$4,132/mo",$522/mo,$385/mo,$0/mo
"5825 5th Rd S, Arlington, VA 22204","$750,000 ",4 bds,2 ba,"1,242 sqft","$754,781 ",Single Family,1951,Forced air,Central,,"7,675 sqft",Great solar potentialSun Numberâ„¢:Â 91.99,"$3,614 ","$2,808/mo",$544/mo,$263/mo,$0/mo
"2720 Terrace Rd SE # 593, Washington, DC 20020","$105,000 ",3 bds,1 ba,970 sqft,,Single Family,1943,Forced air,Central,,,,$836 ,$407/mo,$50/mo,$37/mo,$342/mo
"2409 Wyoming Ave NW, Washington, DC 20008","$6,990,000 ",8 bds,11 ba,"8,783 sqft","$6,729,494 ",Single Family,1926,Forced air,Central,3 spaces,"9,561 sqft",Great solar potentialSun Numberâ„¢:Â 84.92,"$32,046 ","$26,280/mo","$3,320/mo","$2,447/mo",$0/mo
"2748 S Buchanan St, Arlington, VA 22206","$469,900 ",2 bds,2 ba,"1,383 sqft","$479,587 ",Townhouse,1944,Forced air,Central,,,Great solar potentialSun Numberâ„¢:Â 75.19,"$2,618 ","$1,707/mo",$341/mo,$164/mo,$406/mo
"2519 Massachusetts Ave NW, Washington, DC 20008","$3,250,000 ",4 bds,4 ba,"4,000 sqft","$3,111,702 ",Single Family,2019,Forced air,Central,3 spaces,"5,227 sqft",Great solar potentialSun Numberâ„¢:Â 92.92,"$14,900 ","$12,219/mo","$1,544/mo","$1,138/mo",$0/mo
"4531 40th St N, Arlington, VA","$2,450,000 ",6 bds,8 ba,"7,677 sqft","$2,388,107 ",Single Family,2019,Forced air,Central,Attached Garage,"10,602 sqft",Great solar potentialSun Numberâ„¢:Â 89.72,"$11,905 ","$9,272/mo","$1,776/mo",$858/mo,$0/mo
"1613 Forest Ln, Mclean, VA 22101","$1,355,000 ",5 bds,4 ba,"3,600 sqft","$1,340,168 ",Single Family,1974,Forced air,Central,2 spaces,0.46 acres,Candidate for a community solar programSun Numberâ„¢:Â 20.94,"$6,709 ","$5,128/mo","$1,107/mo",$474/mo,$0/mo
"226 12th Pl NE, Washington, DC 20002","$725,000 ",3 bds,3 ba,"1,568 sqft","$728,643 ",Townhouse,1910,Other,None,,"1,467 sqft",Great solar potentialSun Numberâ„¢:Â 74.43,"$3,250 ","$2,652/mo",$344/mo,$254/mo,$0/mo
"1307 Maryland Ave NE, Washington, DC 20002","$1,050,000 ",3 bds,2 ba,"2,208 sqft","$1,054,783 ",Townhouse,1925,Forced air,Central,2 spaces,"2,360 sqft",Candidate for a community solar programSun Numberâ„¢:Â 20.83,"$4,814 ","$3,948/mo",$499/mo,$368/mo,$0/mo
