Address,Sold date,Sold price,Bedrooms,Bathrooms,Area,Type,Year built,Last remodel year,Heating,Cooling,Parking,HOA / Lot,Sunscore,Zestimate,Zestimate range,Last 30 day change
"14411 69th Ave, Flushing, NY 11367",Sold 10/31/2019,"$805,000 ",3 bds,3 ba,"1,224 sqft",Single Family,1945,1945,,,"Carport, Off street","1,800 sqft",Candidate for a community solar programSun Number™: 23,"$804,899 ","$732,000 - $885,000","+$21,552 (+2.8 %)"
"6708 185th St, Flushing, NY 11365",Sold 10/31/2019,"$760,000 ",3 bds,2 ba,944 sqft,Single Family,1949,,Other,Central,Attached Garage,"3,998 sqft",,"$759,904 ","$692,000 - $836,000","-$16,420 (-2.1 %)"
"1625 Mahan Ave, Bronx, NY 10461",Sold 10/31/2019,"$592,500 ",3 bds,2 ba,"1,300 sqft",Single Family,1920,,Oil,,Attached Garage,"2,500 sqft",,"$593,744 ","$534,000 - $659,000","+$20,535 (+3.6 %)"
"3034 Murray Ln, Flushing, NY 11354",Sold 10/31/2019,"$757,000 ",3 bds,2 ba,"1,400 sqft",Single Family,1940,1940,Other,,1 space,"1,999 sqft",Candidate for a community solar programSun Number™: 23,"$740,519 ","$703,000 - $778,000",+$834 (+0.1 %)
"14419 70th Ave, Flushing, NY 11367",Sold 10/31/2019,"$650,000 ",3 bds,2 ba,"1,424 sqft",Single Family,1945,,,,Attached Garage,"1,799 sqft",,"$649,837 ","$591,000 - $715,000","-$128,131 (-16.5 %)"
"6708 185th St, Flushing, NY 11365",Sold 10/31/2019,"$760,000 ",3 bds,2 ba,944 sqft,Single Family,1949,,Other,Central,Attached Garage,"3,998 sqft",,"$759,904 ","$692,000 - $836,000","-$16,420 (-2.1 %)"
"3853 Barnes Ave, Bronx, NY 10467",Sold 10/31/2019,"$535,000 ",3 bds,,"1,690 sqft",Single Family,1960,,,,,"1,892 sqft",,"$536,997 ","$483,000 - $596,000",
"1639 Radcliff Ave, Bronx, NY 10462",Sold 10/31/2019,"$412,500 ",3 bds,2 ba,"1,881 sqft",Single Family,1945,,Oil,Wall,Attached Garage,"1,799 sqft",,"$414,039 ","$373,000 - $460,000","-$43,323 (-9.5 %)"
"9149 88th St, Jamaica, NY 11421",Sold 10/31/2019,"$383,250 ",3 bds,,"1,176 sqft",Single Family,1920,,,,,"1,742 sqft",,"$480,949 ","$442,000 - $519,000","+$66,567 (+16.1 %)"
"10917 205th St, Saint Albans, NY 11412",Sold 10/31/2019,"$380,000 ",3 bds,1.5 ba,"1,400 sqft",Single Family,1930,1930,Other,,Detached Garage,"3,001 sqft",Good solar potentialSun Number™: 63.81,"$299,721 ","$273,000 - $330,000",-$485 (-0.2 %)
"15260 12th Rd, Flushing, NY 11357",Sold 10/31/2019,"$800,000 ",3 bds,2 ba,"1,118 sqft",Single Family,1950,,,,Attached Garage,"5,357 sqft",Great solar potentialSun Number™: 85.4,"$799,604 ","$728,000 - $880,000","-$168,155 (-17.4 %)"
"4659 158th St, Flushing, NY 11358",,"$870,000 ",3 bds,2 ba,"1,829 sqft",Single Family,1920,,,,,"3,998 sqft",,"$869,569 ","$791,000 - $957,000","+$13,328 (+1.6 %)"
"2093 Homer Ave, Bronx, NY 10473",Sold 10/31/2019,"$470,496 ",3 bds,2 ba,"1,540 sqft",Single Family,1960,,,None,Attached Garage,"2,252 sqft",,"$472,252 ","$425,000 - $524,000",
"4148 39th Pl, Long Island City, NY 11104",Sold 10/31/2019,$1.13M,3 bds,3 ba,"1,482 sqft",Single Family,1935,,,,Attached Garage,"1,942 sqft",,"$1,130,440 ",$1.03M - $1.24M,"+$75,264 (+7.1 %)"
"109 33 213 Th St, Queens Village, NY 11429",Sold 10/30/2019,"$460,000 ",3 bds,2 ba,,Single Family,1935,,Other,,,"3,998 sqft",,"$459,761 ","$418,000 - $506,000","-$17,344 (-3.6 %)"
"9409 129th St, Jamaica, NY 11419",Sold 10/30/2019,"$650,000 ",3 bds,3 ba,"1,489 sqft",Single Family,2005,,,Central,,"1,489 sqft",,"$649,918 ","$591,000 - $715,000","-$8,046 (-1.2 %)"
"7707 86th St, Glendale, NY 11385",Sold 10/30/2019,"$775,000 ",3 bds,2 ba,"1,900 sqft",Single Family,1945,,Other,,,"1,899 sqft",,"$774,597 ","$705,000 - $852,000","-$37,623 (-4.6 %)"
"7647 263rd St, Queens, NY 11004",Sold 10/30/2019,"$590,000 ",3 bds,2 ba,990 sqft,Single Family,1950,,Other,Central,Attached Garage,"3,998 sqft",Great solar potentialSun Number™: 90.21,"$589,693 ","$537,000 - $649,000","-$9,846 (-1.6 %)"
"11733 141st St, Jamaica, NY 11436",Sold 10/30/2019,"$525,000 ",3 bds,2.5 ba,"1,040 sqft",Single Family,1915,1940,,,Attached Garage,"2,186 sqft",Great solar potentialSun Number™: 86.19,"$524,727 ","$478,000 - $577,000",-$545 (-0.1 %)
"13443 229th St, Laurelton, NY 11413",Sold 10/30/2019,"$375,000 ",3 bds,1.5 ba,"1,368 sqft",Single Family,1930,,,,Attached Garage,"2,542 sqft",,"$490,434 ","$466,000 - $515,000","-$2,506 (-0.5 %)"
"8727 75th St, Woodhaven, NY 11421",Sold 10/30/2019,"$620,000 ",3 bds,3 ba,"1,152 sqft",Single Family,1910,2018,Baseboard,,,"1,700 sqft",,"$619,677 ","$564,000 - $682,000","+$3,040 (+0.5 %)"
"11022 208th St, Jamaica, NY 11429",Sold 10/30/2019,"$184,000 ",3 bds,1 ba,"1,596 sqft",Single Family,1930,,,,Attached Garage,"3,140 sqft",Great solar potentialSun Number™: 90.21,"$507,282 ","$467,000 - $543,000","+$4,637 (+0.9 %)"
"239 Waverly Ave, Brooklyn, NY 11205",Sold 10/30/2019,$3.65M,3 bds,2.5 ba,"3,500 sqft",Townhouse,1901,,Forced air,Other,Attached Garage,"1,250 sqft",,"$3,499,899 ",$3.18M - $3.85M,"-$29,487 (-0.8 %)"
"10902 167th St, Jamaica, NY 11433",Sold 10/30/2019,"$415,000 ",3 bds,,"1,188 sqft",Single Family,1925,1925,Other,,,"2,613 sqft",,"$502,513 ","$477,000 - $533,000","+$5,174 (+1.0 %)"
"14415 78th Ave, Flushing, NY 11367",Sold 10/30/2019,"$882,500 ",3 bds,3 ba,"1,584 sqft",Single Family,1950,1950,Gas,,Attached Garage,"2,200 sqft",,"$898,455 ","$854,000 - $943,000","+$10,379 (+1.2 %)"
"81-27 77th, Glendale, NY 11385",Sold 10/29/2019,"$760,000 ",3 bds,2 ba,"2,000 sqft",Single Family,,,,,,,,"$759,586 ","$691,000 - $836,000",
"13028 222nd St, Laurelton, NY 11413",Sold 10/29/2019,"$530,000 ",3 bds,1 ba,940 sqft,Single Family,1945,,,,Attached Garage,"3,998 sqft",,"$529,867 ","$482,000 - $583,000","-$1,317 (-0.2 %)"
"24211 Van Zandt Ave, Flushing, NY 11362",Sold 10/29/2019,"$810,000 ",3 bds,1 ba,"1,780 sqft",Single Family,1930,,,,Attached Garage,"5,000 sqft",,"$809,559 ","$737,000 - $891,000","+$19,006 (+2.4 %)"
"2512 Curtis St, Flushing, NY 11369",Sold 10/29/2019,"$540,000 ",3 bds,1 ba,"2,500 sqft",Single Family,1925,,,,Attached Garage,"2,500 sqft",,"$581,912 ","$553,000 - $611,000","+$9,448 (+1.7 %)"
"17309 73rd Ave, Flushing, NY 11366",Sold 10/29/2019,"$845,000 ",3 bds,3 ba,"1,296 sqft",Single Family,1940,,Gas,,Attached Garage,0.65 acres,,"$844,540 ","$769,000 - $929,000","-$16,670 (-1.9 %)"
"26321 58th Ave, Flushing, NY 11362",Sold 10/29/2019,"$920,000 ",3 bds,2.5 ba,"7,244 sqft",Single Family,1950,,Other,Central,Attached Garage,"7,222 sqft",,"$919,499 ","$837,000 - $1.01M","-$50,634 (-5.2 %)"
"32-84 36th, Astoria, NY 11106",Sold 10/29/2019,"$848,000 ",3 bds,2 ba,,Single Family,,,,,,,,"$847,538 ","$771,000 - $932,000",
"315 Etna St, Brooklyn, NY 11208",Sold 10/29/2019,"$610,000 ",3 bds,3 ba,"1,466 sqft",Single Family,1920,1920,,,,"1,520 sqft",,"$609,540 ","$579,000 - $640,000",-$994 (-0.2 %)
"663 Decatur St, Brooklyn, NY 11233",Sold 10/29/2019,"$930,000 ",3 bds,,"2,700 sqft",Single Family,1899,1899,,,,"2,000 sqft",,"$929,299 ","$883,000 - $976,000","-$72,240 (-7.2 %)"
"4116 247th St, Flushing, NY 11363",Sold 10/29/2019,"$702,000 ",3 bds,2 ba,"1,080 sqft",Single Family,1925,1925,Gas,,Attached Garage,"2,000 sqft",,"$701,617 ","$638,000 - $772,000","+$7,830 (+1.1 %)"
"2961 Schley Ave, Bronx, NY 10465",Sold 10/29/2019,"$560,000 ",3 bds,2 ba,"1,328 sqft",Single Family,1920,,,,,"2,500 sqft",,"$559,671 ","$532,000 - $588,000","+$1,544 (+0.3 %)"
"9414 106th St, Jamaica, NY 11416",Sold 10/28/2019,"$650,000 ",3 bds,2 ba,"1,216 sqft",Single Family,1920,1920,,,Detached Garage,"1,907 sqft",,"$649,918 ","$591,000 - $715,000","+$10,472 (+1.6 %)"
"8903 70th Ave, Forest Hills, NY 11375",Sold 10/28/2019,"$765,000 ",3 bds,2 ba,"2,367 sqft",Single Family,1930,,Other,,1 space,"2,365 sqft",Limited solar potentialSun Number™: 51.8,"$764,904 ","$696,000 - $841,000","-$15,536 (-2.0 %)"
"7island Point City #7, Bronx, NY 10464",Sold 10/28/2019,"$730,000 ",3 bds,7 ba,"1,815 sqft",Townhouse,,,,,,,,"$733,226 ","$660,000 - $814,000",
"11412 Inwood St, Jamaica, NY 11436",Sold 10/28/2019,"$475,000 ",3 bds,1 ba,888 sqft,Single Family,1925,1925,,,Detached Garage,"1,600 sqft",,"$474,729 ","$432,000 - $522,000","+$4,769 (+1.0 %)"
"11622 142nd St, Jamaica, NY 11436",Sold 10/28/2019,"$580,000 ",3 bds,2 ba,"1,120 sqft",Single Family,1925,,Other,,Attached Garage,"1,995 sqft",,"$579,670 ","$527,000 - $638,000",
"16111 119th Dr, Jamaica, NY 11434",Sold 10/28/2019,"$505,000 ",3 bds,2 ba,"2,051 sqft",Single Family,1950,1950,Other,,,"4,000 sqft",,"$504,712 ","$459,000 - $555,000","+$4,764 (+1.0 %)"
"11909 231st St, Jamaica, NY 11411",Sold 10/28/2019,"$500,000 ",3 bds,3 ba,"1,110 sqft",Single Family,1945,,,,,"3,998 sqft",,"$499,715 ","$455,000 - $550,000","-$40,095 (-7.4 %)"
"11556 Francis Lewis Blvd, Jamaica, NY 11411",Sold 10/28/2019,"$499,000 ",3 bds,2 ba,"1,224 sqft",Single Family,1940,,Other,,,"1,799 sqft",,"$498,716 ","$454,000 - $549,000",+$71 (+0.0 %)
"13054 218th St, Laurelton, NY 11413",Sold 10/28/2019,"$630,000 ",3 bds,2 ba,"1,091 sqft",Single Family,1945,2019,Baseboard,,"Carport, Off street, Attached Garage","5,201 sqft",Great solar potentialSun Number™: 88.61,"$629,641 ","$573,000 - $693,000",
"9520 76th St, Jamaica, NY 11416",Sold 10/28/2019,"$320,000 ",3 bds,1 ba,"1,088 sqft",Single Family,1920,,,,Attached Garage,"1,698 sqft",,"$549,274 ","$505,000 - $604,000","+$3,610 (+0.7 %)"
"19413 111th Rd, Jamaica, NY 11412",Sold 10/28/2019,$500 ,3 bds,,"2,450 sqft",Single Family,1925,,,,Attached Garage,"3,920 sqft",,"$633,950 ","$577,000 - $697,000","-$4,028 (-0.6 %)"
"11646 218th St, Jamaica, NY 11411",Sold 10/28/2019,"$499,000 ",3 bds,2 ba,"1,648 sqft",Single Family,1950,,Other,,Attached Garage,"1,999 sqft",,"$498,716 ","$454,000 - $549,000","+$18,559 (+3.9 %)"
"5730 254th St, Flushing, NY 11362",Sold 10/28/2019,"$800,000 ",3 bds,1 ba,"5,000 sqft",Single Family,1950,1950,"Other, Radiant",Wall,4 spaces,"5,000 sqft",Great solar potentialSun Number™: 76.61,"$781,447 ","$742,000 - $821,000","-$8,033 (-1.0 %)"
"2534 88th St, Flushing, NY 11369",Sold 10/28/2019,"$865,000 ",3 bds,4 ba,"1,788 sqft",Townhouse,1955,,Other,,,"1,799 sqft",,"$864,507 ","$787,000 - $951,000","-$5,234 (-0.6 %)"
"2525 85th St, Flushing, NY 11370",Sold 10/28/2019,"$750,000 ",3 bds,1.5 ba,"1,424 sqft",Single Family,1940,,Other,,,"1,999 sqft",,"$749,573 ","$682,000 - $825,000","-$4,942 (-0.7 %)"
"6605 Saunders St, Flushing, NY 11374",Sold 10/28/2019,$10 ,3 bds,1 ba,"1,248 sqft",Single Family,1935,,,,Attached Garage,"1,742 sqft",,"$804,079 ","$724,000 - $884,000","+$8,946 (+1.1 %)"
"8232 213th St, Queens Village, NY 11427",Sold 10/28/2019,"$955,000 ",3 bds,2 ba,"1,632 sqft",Single Family,1955,,Other,,Attached Garage,"4,499 sqft",,"$954,456 ","$869,000 - $1.05M","+$1,872 (+0.2 %)"
"8253 Penelope Ave, Flushing, NY 11379",Sold 10/28/2019,"$880,000 ",3 bds,3 ba,"1,680 sqft",Single Family,1940,1940,Baseboard,Central,Detached Garage,"1,999 sqft",,"$879,499 ","$800,000 - $967,000","+$2,650 (+0.3 %)"
"2343 100th St, East Elmhurst, NY 11369",Sold 10/28/2019,"$545,000 ",3 bds,2 ba,"1,104 sqft",Single Family,1950,1950,Other,,,"2,543 sqft",,"$544,689 ","$496,000 - $599,000","-$148,153 (-21.4 %)"
"1015 E 222nd St, Bronx, NY 10469",Sold 10/28/2019,"$406,000 ",3 bds,2 ba,"1,152 sqft",Single Family,1950,,,,Off street,"2,500 sqft",,"$415,193 ","$394,000 - $436,000","+$1,099 (+0.3 %)"
"115-56 172nd, Queens, NY 11434",Sold 10/27/2019,"$265,000 ",3 bds,3 ba,"1,472 sqft",Single Family,,,,,,,,"$264,842 ","$241,000 - $291,000",
"9247 216th St, Queens Village, NY 11428",Sold 10/26/2019,"$685,000 ",3 bds,2 ba,"1,583 sqft",Single Family,1920,,,,"Attached Garage, Detached Garage","3,200 sqft",,"$684,576 ","$623,000 - $753,000","+$41,069 (+6.4 %)"
"61-17 82nd Street, Middle Village, NY 11379",Sold 10/25/2019,"$746,000 ",3 bds,2 ba,"1,224 sqft",Townhouse,,,,,,,,"$745,520 ","$678,000 - $820,000",
"7030 175th St, Fresh Meadows, NY 11365",Sold 10/25/2019,"$770,000 ",3 bds,3 ba,"1,683 sqft",Single Family,1940,,Other,,Attached Garage,"1,799 sqft",,"$769,758 ","$700,000 - $847,000",-$276 (-0.0 %)
"11237 204th St, Saint Albans, NY 11412",Sold 10/25/2019,"$525,000 ",3 bds,2.5 ba,"1,152 sqft",Single Family,1935,,Other,,Attached Garage,"1,851 sqft",,"$524,662 ","$477,000 - $577,000","+$16,394 (+3.2 %)"
"13450 175th St, Jamaica, NY 11434",Sold 10/25/2019,"$643,724 ",3 bds,1 ba,"1,284 sqft",Single Family,1920,1920,Other,,Attached Garage,"3,201 sqft",,"$476,045 ","$428,000 - $519,000","+$14,209 (+3.1 %)"
"13414 59th Ave, Flushing, NY 11355",Sold 10/25/2019,"$805,000 ",3 bds,1 ba,"1,668 sqft",Single Family,1925,,,,,"2,650 sqft",,"$804,482 ","$732,000 - $885,000","-$18,727 (-2.3 %)"
"20340 28th Ave, Flushing, NY 11360",Sold 10/25/2019,$1.10M,3 bds,3 ba,"1,791 sqft",Single Family,1950,,Other,Central,,"5,113 sqft",,"$1,099,292 ",$1.00M - $1.21M,"+$112,977 (+11.5 %)"
"5445 64th St, Flushing, NY 11378",Sold 10/25/2019,"$750,000 ",3 bds,2 ba,"1,536 sqft",Single Family,1928,,,,Attached Garage,"2,500 sqft",,"$749,517 ","$682,000 - $824,000","-$11,004 (-1.4 %)"
"7105 Vleigh Pl, Flushing, NY 11367",Sold 10/25/2019,"$915,000 ",3 bds,4 ba,"1,782 sqft",Single Family,1958,1958,"Baseboard, Radiant",,1 space,"2,236 sqft",,"$914,411 ","$832,000 - $1.01M","+$17,013 (+1.9 %)"
"8967 215th Pl, Jamaica, NY 11427",Sold 10/25/2019,"$618,000 ",3 bds,2 ba,"1,275 sqft",Single Family,1930,,Other,Central,,"3,201 sqft",,"$617,464 ","$568,000 - $673,000","+$15,163 (+2.5 %)"
"3325 200th St, Flushing, NY 11361",Sold 10/25/2019,"$695,500 ",3 bds,1 ba,"1,842 sqft",Single Family,1930,1930,,,Detached Garage,"1,842 sqft",,"$694,811 ","$639,000 - $757,000","+$8,850 (+1.3 %)"
"728 S 20th St, Philadelphia, PA 19146",Sold 11/15/2019,"$488,250 ",3 bds,3 ba,"1,730 sqft",Townhouse,1932,1932,Forced air,Central,Off street,"1,019 sqft",Great solar potentialSun Number™: 76.03,"$488,313 ","$464,000 - $513,000","+$5,167 (+1.1 %)"
"2649 Cedar St, Philadelphia, PA 19125",Sold 11/15/2019,"$436,000 ",3 bds,3 ba,"2,300 sqft",Townhouse,2019,,Forced air,Central,,788 sqft,Great solar potentialSun Number™: 85.63,"$436,057 ","$414,000 - $458,000",
"2401 E Cumberland St, Philadelphia, PA 19125",Sold 11/15/2019,"$480,000 ",3 bds,3 ba,"2,496 sqft",Townhouse,1900,,Forced air,Central,Attached Garage,"1,280 sqft",Great solar potentialSun Number™: 82.43,"$478,239 ","$454,000 - $502,000","+$6,748 (+1.4 %)"
"4419 Wayne Ave, Philadelphia, PA 19140",Sold 11/15/2019,"$35,000 ",3 bds,1 ba,"1,188 sqft",Townhouse,1940,1940,Forced air,Central,,"1,036 sqft",Candidate for a community solar programSun Number™: 21.64,,,
"233 S Edgewood St, Philadelphia, PA 19139",Sold 11/15/2019,"$65,000 ",3 bds,1 ba,"1,062 sqft",Townhouse,1925,1925,Forced air,None,,871 sqft,Great solar potentialSun Number™: 82.46,"$63,412 ","$58,000 - $68,000",-$319 (-0.5 %)
"5821 Oxford Ave, Philadelphia, PA 19149",Sold 11/15/2019,"$135,000 ",3 bds,1 ba,"1,152 sqft",Townhouse,1948,1948,Forced air,Central,1 space,"1,289 sqft",Limited solar potentialSun Number™: 49.64,"$142,000 ","$135,000 - $149,000",+$192 (+0.1 %)
"1023 Orthodox St, Philadelphia, PA 19124",Sold 11/15/2019,"$135,000 ",3 bds,2 ba,"1,222 sqft",Townhouse,1930,1930,Forced air,None,,"1,380 sqft",Limited solar potentialSun Number™: 46.44,"$135,017 ","$128,000 - $142,000","-$4,983 (-3.6 %)"
"1305 S Woodstock St, Philadelphia, PA 19146",Sold 11/15/2019,"$635,000 ",3 bds,2.5 ba,"2,300 sqft",Townhouse,2018,,Forced air,Central,1 space,836 sqft,,"$635,083 ","$603,000 - $667,000","+$85,358 (+15.5 %)"
"1338 S Opal St, Philadelphia, PA 19146",Sold 11/15/2019,"$485,000 ",3 bds,3 ba,"1,800 sqft",Townhouse,2019,,Forced air,Central,,435 sqft,,"$485,540 ","$461,000 - $510,000",
"1547 S 28th St, Philadelphia, PA 19146",Sold 11/15/2019,"$247,500 ",3 bds,2 ba,"1,244 sqft",Townhouse,1925,1925,Forced air,Central,,884 sqft,Great solar potentialSun Number™: 84.83,"$247,532 ","$235,000 - $260,000",-$418 (-0.2 %)
"2423 W Ritner St, Philadelphia, PA 19145",Sold 11/15/2019,"$164,000 ",3 bds,2 ba,"1,090 sqft",Townhouse,1925,1925,,None,,892 sqft,Candidate for a community solar programSun Number™: 21.63,"$164,021 ","$156,000 - $172,000","-$1,128 (-0.7 %)"
"5036 N Franklin St, Philadelphia, PA 19120",Sold 11/15/2019,"$50,000 ",3 bds,1 ba,"1,053 sqft",Townhouse,1950,,,,1 space,"1,021 sqft",,,,
"2247 Wilder St, Philadelphia, PA 19146",Sold 11/15/2019,"$419,000 ",3 bds,3 ba,,Single Family,2018,,,,,700 sqft,,"$419,054 ","$398,000 - $440,000","+$5,864 (+1.4 %)"
"3435 N Howard St, Philadelphia, PA 19140",Sold 11/15/2019,"$117,000 ",3 bds,2 ba,"1,200 sqft",Townhouse,1935,1935,Forced air,Central,,840 sqft,Great solar potentialSun Number™: 90.44,"$114,778 ","$106,000 - $121,000","+$25,669 (+28.8 %)"
"1416 S 24th St, Philadelphia, PA 19146",Sold 11/15/2019,"$250,000 ",3 bds,3 ba,"1,308 sqft",Townhouse,1925,1925,Forced air,Central,On street,927 sqft,Good solar potentialSun Number™: 63.23,"$264,800 ","$252,000 - $278,000",+$373 (+0.1 %)
"6446 Morris Park Rd, Philadelphia, PA 19151",Sold 11/15/2019,"$214,000 ",3 bds,1 ba,"1,408 sqft",Townhouse,1925,1925,,,1 space,"1,598 sqft",Great solar potentialSun Number™: 93.66,"$217,500 ","$207,000 - $228,000","+$2,621 (+1.2 %)"
"3705 Vader Dr, Philadelphia, PA 19154",Sold 11/14/2019,"$253,000 ",3 bds,3 ba,"1,260 sqft",Townhouse,1974,1974,Forced air,Central,1 space,"1,799 sqft",,"$253,066 ","$240,000 - $266,000","+$7,621 (+3.1 %)"
"5025 Beaumont Ave, Philadelphia, PA 19143",Sold 11/13/2019,"$310,000 ",3 bds,3 ba,"1,750 sqft",Townhouse,1925,1925,Forced air,Central,,"1,250 sqft",Great solar potentialSun Number™: 87.26,"$315,809 ","$300,000 - $332,000","+$8,249 (+2.7 %)"
"5701 Leonard St, Philadelphia, PA 19149",Sold 11/13/2019,"$156,000 ",3 bds,1 ba,"1,600 sqft",Single Family,1940,,Other,,,899 sqft,,"$156,061 ","$148,000 - $164,000","+$35,260 (+29.2 %)"
"3723 L St, Philadelphia, PA 19124",Sold 11/13/2019,"$137,000 ",3 bds,2 ba,"1,050 sqft",Townhouse,1925,1925,Other,Wall,,871 sqft,Great solar potentialSun Number™: 84.84,"$137,053 ","$130,000 - $144,000","+$3,365 (+2.5 %)"
"1615 S 21st St, Philadelphia, PA 19145",,"$420,000 ",3 bds,3 ba,"2,341 sqft",Townhouse,2018,,Forced air,Central,None,683 sqft,,"$420,164 ","$399,000 - $441,000","+$4,717 (+1.1 %)"
"865 Carver St, Philadelphia, PA 19124",Sold 11/13/2019,"$126,500 ",3 bds,1 ba,"1,206 sqft",Townhouse,1940,1940,Other,Central,1 space,"1,306 sqft",Candidate for a community solar programSun Number™: 21.64,"$126,549 ","$120,000 - $133,000","+$6,417 (+5.3 %)"
"2429 S Franklin St, Philadelphia, PA 19148",Sold 11/13/2019,"$1,295 ",3 bds,2 ba,"1,000 sqft",Townhouse,1925,,Forced air,"Central, Other, Refrigeration",On street,736 sqft,,"$182,723 ","$168,000 - $199,000",-$477 (-0.3 %)
"2915 Aramingo Ave, Philadelphia, PA 19134",Sold 11/12/2019,"$162,000 ",3 bds,2 ba,"1,226 sqft",Townhouse,1925,1925,Other,Central,,"1,041 sqft",Great solar potentialSun Number™: 93.63,"$162,084 ","$154,000 - $170,000","-$2,546 (-1.5 %)"
"112 W Ashdale St, Philadelphia, PA 19120",Sold 11/12/2019,"$95,000 ",3 bds,2 ba,"1,152 sqft",Townhouse,1935,1935,,Wall,1 space,"1,232 sqft",Great solar potentialSun Number™: 76.84,"$95,049 ","$90,000 - $100,000","+$4,850 (+5.4 %)"
"779 N 25th St, Philadelphia, PA 19130",Sold 11/12/2019,"$365,000 ",3 bds,2 ba,"1,128 sqft",Townhouse,1920,1920,Forced air,Central,,871 sqft,Great solar potentialSun Number™: 72.03,"$365,190 ","$347,000 - $383,000","+$8,235 (+2.3 %)"
"4552 N Gratz St, Philadelphia, PA 19140",Sold 11/12/2019,"$124,900 ",3 bds,2 ba,"1,186 sqft",Townhouse,1925,1925,Forced air,Central,,"1,271 sqft",Candidate for a community solar programSun Number™: 21.64,"$124,965 ","$119,000 - $131,000",+$65 (+0.1 %)
"4230 Maywood St, Philadelphia, PA 19124",Sold 11/12/2019,"$137,000 ",3 bds,1 ba,"1,188 sqft",Townhouse,1950,1950,Forced air,,1 space,871 sqft,Great solar potentialSun Number™: 88.04,"$137,071 ","$130,000 - $144,000","-$1,793 (-1.3 %)"
"1336 N 26th St, Philadelphia, PA 19121",Sold 11/12/2019,"$310,000 ",3 bds,3 ba,"1,700 sqft",Townhouse,1925,,Forced air,Central,,884 sqft,Candidate for a community solar programSun Number™: 21.63,"$310,324 ","$295,000 - $326,000","-$12,093 (-3.8 %)"
"819 E Stafford St, Philadelphia, PA 19138",Sold 11/12/2019,"$130,000 ",3 bds,1 ba,"1,200 sqft",Townhouse,1905,1905,Other,None,1 space,"1,224 sqft",Candidate for a community solar programSun Number™: 21.64,"$130,068 ","$124,000 - $137,000","+$5,302 (+4.2 %)"
"741 N 25th St, Philadelphia, PA 19130",Sold 11/12/2019,"$475,000 ",3 bds,2 ba,"1,474 sqft",Townhouse,1920,,Other,Central,,871 sqft,,"$475,248 ","$451,000 - $499,000","+$4,728 (+1.0 %)"
"1341 Garnet, Philadelphia, PA 19146",Sold 11/11/2019,"$705,000 ",3 bds,4 ba,"2,500 sqft",Townhouse,,,,,,,,"$705,553 ","$670,000 - $741,000",
"1722 Dickinson St, Philadelphia, PA 19146",Sold 11/11/2019,"$335,000 ",3 bds,3 ba,"1,240 sqft",Single Family,1925,,Forced air,"Central, Other",,871 sqft,,"$335,175 ","$318,000 - $352,000","-$2,786 (-0.8 %)"
"5704 Belmar Ter, Philadelphia, PA 19143",Sold 11/08/2019,"$78,000 ",3 bds,1 ba,798 sqft,Townhouse,1925,1925,Forced air,None,,858 sqft,Great solar potentialSun Number™: 81.66,"$88,092 ","$84,000 - $92,000","+$13,959 (+18.8 %)"
"547 Fairthorne Ave, Philadelphia, PA 19128",Sold 11/08/2019,"$253,500 ",3 bds,2 ba,"1,664 sqft",Single Family,1930,1930,Radiant,Wall,1 space,"6,403 sqft",Candidate for a community solar programSun Number™: 21.62,"$253,765 ","$241,000 - $266,000","-$1,094 (-0.4 %)"
"7957 Rugby St, Philadelphia, PA 19150",Sold 11/08/2019,"$197,500 ",3 bds,2 ba,"1,172 sqft",Townhouse,1950,1950,Forced air,Central,1 space,"1,742 sqft",Candidate for a community solar programSun Number™: 21.64,"$197,706 ","$188,000 - $208,000","+$10,092 (+5.4 %)"
"1811 73rd Ave, Philadelphia, PA 19126",,"$170,000 ",3 bds,1 ba,"1,296 sqft",Townhouse,1925,1925,,,2 spaces,"1,141 sqft",,"$172,680 ","$164,000 - $181,000",
"648 Maris St, Philadelphia, PA 19128",Sold 11/08/2019,"$1,800 ",3 bds,2.5 ba,"1,374 sqft",Townhouse,1955,,Forced air,Central,1 space,"2,295 sqft",,"$254,190 ","$234,000 - $277,000",-$386 (-0.2 %)
"9925 Crestmont Ave, Philadelphia, PA 19114",Sold 11/08/2019,"$249,900 ",3 bds,2 ba,"1,528 sqft",Townhouse,1989,1989,Forced air,Central,1 space,"1,799 sqft",Great solar potentialSun Number™: 93.29,"$250,161 ","$238,000 - $263,000","+$12,813 (+5.4 %)"
"707 S Delhi St, Philadelphia, PA 19147",Sold 11/08/2019,"$365,000 ",3 bds,2 ba,"1,300 sqft",Townhouse,1960,1960,Baseboard,Central,,566 sqft,Great solar potentialSun Number™: 80.52,"$365,382 ","$347,000 - $384,000",-$353 (-0.1 %)
"2348 Reed St, Philadelphia, PA 19146",Sold 11/08/2019,"$417,000 ",3 bds,4 ba,"3,000 sqft",Townhouse,1915,2015,Forced air,Central,On street,"1,023 sqft",,"$417,436 ","$397,000 - $438,000",+$259 (+0.1 %)
"2021 E Dauphin St, Philadelphia, PA 19125",Sold 11/08/2019,"$367,500 ",3 bds,4 ba,"2,375 sqft",Townhouse,2011,2011,Forced air,Central,,"1,032 sqft",Great solar potentialSun Number™: 89.63,"$367,884 ","$349,000 - $386,000","+$1,555 (+0.4 %)"
